ZSNOWCMPCT_V0,ZSNOWCMPCT_VR,ZSNOWCMPCT_VT,Noise,Antarctic_DMC_rho_5m,Antarctic_DMC_rho_10m,Greenland_Summit_rho_5m,Greenland_Summit_rho_10m
0.9035413107458605,0.3858271299773959,0.5424538230275999,0.4784966834637847,337.02753054823853,379.5870705068305,349.03909830776223,385.0062202184269
-0.925727639091227,0.670257595239208,-0.605092733727242,-0.24561795665077374,497.13507204658475,564.9298063555285,461.4853902628358,532.8128075078795
0.833493900618165,0.639017365056568,0.5317671577390541,0.48341875816980034,335.5937216596859,377.57810066566,328.21349232210684,347.2789894032251
-0.7434336927340233,-0.10746178013750707,0.951630784133614,0.4169000532150329,339.11312445839206,383.0808926712991,431.4437008899899,513.6437856904971
0.6668029402398639,0.7296515230909799,-0.44703188774858593,0.8878330997578154,409.1127253407291,466.87307378729565,396.174569223969,454.2155822506952
-0.771426043298126,0.9378170407430408,-0.928417840476574,-0.600058972876528,504.9387811641461,563.6659017507111,435.6594307919937,497.94022485565824
-0.81027666766687,0.6988143247802809,-0.22990185854462397,0.3500987969306537,389.7516997428847,444.51802774962744,398.0588929851931,455.65323050423495
0.23430738270819784,0.798720658708479,-0.551476860735108,0.01068134044698579,424.47624806070974,482.43413653252344,400.2555686998017,458.3843742566347
0.599013546141947,0.655220101921761,-0.458009678500203,-0.17882265917662327,429.26213905686365,491.7501392721868,414.203215816193,478.3611793917709
-0.22929595246221013,-0.012144256940567089,0.7651549582459891,-0.009457999823741686,340.84083774884857,385.90848576809975,418.5938317368633,494.56016062586167
-0.12390160128880101,0.2299381205749771,0.10115420062788605,-0.055321788997305076,395.7755707696578,462.80233598068594,459.04804304775826,543.0513674269498
0.5508172828238018,0.75083961303738,-0.7784635975254,-0.37395952220290696,493.01671284033705,557.946732297773,437.1887223336333,504.3224033351582
0.616890167595163,0.9312934995164941,-0.12937422544907307,-0.471085126106947,343.4816414382659,387.1293305161028,341.55561448146034,372.4415423651973
-0.19170073497012774,0.09535901075581643,0.6070839571128639,-0.10308302368827381,343.4622446448504,389.862614851032,412.0615373982665,483.30845419773357
-0.9056365197771359,0.709143822217768,-0.269770850937618,-0.2618622083287166,398.0405380540657,453.98081559512576,402.9506282119076,461.77373619710835
-0.1384300118813172,0.24804302293732294,0.343519542813411,-0.3427709036030987,352.6586100004565,403.0988063959882,410.55364308549997,478.96894107028345
-0.013398862327167804,0.747727177258843,-0.717145091088455,0.2984296631509503,485.56123134689625,550.1636031966062,437.4872782068177,504.3795758019691
0.37731151001794183,0.69929677620139,-0.054228942031784966,0.08164477429316482,351.8934257708803,398.8343027286436,363.0823972294138,407.45962831464516
0.2517218465567843,0.737912170716831,-0.304630192922417,0.5523142314719296,382.69992554667823,435.8961147044441,383.0483196256522,436.1805391878904
-0.026560479279821747,0.692513734814975,-0.4959833328209571,-0.023648675059753804,439.49633663244936,501.972567232808,419.6767313938879,484.07507033300203
0.29766662499641483,-0.04109958336499986,0.792258945380049,-0.2085809078816264,339.68535707890817,384.1646887818668,411.2393773696292,485.4619114540309
-0.844127833895872,-0.848408251259416,0.93138604668788,0.5361087938279508,590.5164563737491,0.0,917.0,917.0
0.6289068738867118,0.641741288825221,0.708350891143372,-0.23780512177658758,335.17906749031124,377.0724932990352,322.3956880300202,335.4926970727397
-0.7507341802187402,0.3888193832545501,0.10347919000113093,-0.3600874304393322,376.15411083468734,433.21188855745027,423.7662640418069,493.29329015580964
0.7944488291270337,0.8488830199492838,0.2846953085933799,-0.023388941155199468,335.97667916834314,377.9909457616777,326.5461489104892,344.47577332269253
-0.59818796456239,0.6260837206518071,-0.0751922303443151,-0.582619593910893,369.88614530426946,421.8130115072492,389.72553361811424,445.41780017642844
0.38745340523693783,0.765366050542764,-0.946667212483991,-0.016202397743989905,540.1604105015698,605.4846484813264,461.2558823118586,531.2048732125138
-0.803334794691857,0.9370629685031988,-0.830954037958856,1.0797615127654554,480.5364048648965,538.6056790731368,423.60240937120153,484.0473921058616
0.8073364111737988,0.274916052500348,0.393306334157163,0.4262376926628205,343.66221640316985,389.73772177713636,382.82613713535045,439.7788489108462
-0.06958610027149992,0.34422842664251396,-0.0542196689367499,0.5183533645013702,408.2555911968331,475.601562776794,447.372734722483,525.3892096290065
