"ZSNOWCMPCT_V0","ZSNOWCMPCT_VR","ZSNOWCMPCT_VT"
-0.893621732205498,0.273149046999123,0.378236057473459
0.758731594677614,0.280154441348301,0.115422429154376
0.615776666784329,0.165372917450796,0.356836036119369
0.683095919414374,0.216724683174414,0.251463886419099
0.57003469920895,0.179280263511784,0.2790728585433
0.287326026692067,0.213096674082668,0.273442496280912
0.308156599256636,0.265368356226996,0.21089300809937
0.195444694642226,0.394015778265757,0.0412720251928094
0.458287687709845,0.254770224086019,0.23054668776767
0.155142069068473,0.204735309686199,0.279405555013347
-0.688985955408046,0.318814526473219,0.198619063531001
0.637404993479126,0.346866843120969,0.0850230759155053
0.873860851812903,0.197471985756575,0.322959875981908
-0.609731591586028,0.192260310231085,0.459528596845049
-0.58407779042458,0.289745005147045,0.261381555566059
-0.66474791164317,0.325078240881564,0.200839790567458
-0.166960366813224,0.266375665643347,0.315622401528127
0.440970539991096,0.389470609039935,0.0234806665416107
0.00193154006108553,0.230919021375625,0.286372930484583
0.17666623359179,0.217920364051375,0.31378997303262
-0.724373590127152,0.227788655893715,0.424274195995759
-0.310601182720188,0.358252272681952,0.16320296300246
-0.639716398520925,0.264402290756166,0.290397637975418
0.586244545830648,0.29364313437314,0.123639661196236
-0.42361032016744,0.208132861108464,0.367552812549958
-0.58635229352363,0.355801929048017,0.130707199479379
0.324469917555894,0.326636628333665,0.150120382580408
0.79281126582995,0.196910762121675,0.283009795495396
-0.236095491140715,0.349226702928032,0.147323631375418
-0.0211305345728081,0.222957737016098,0.331382354223224
